X_Coord,Y_Coord,B,G,R,H,S,V,label,hour
5008,1937,0.586470246,0.852216542,0.560242355,125.3897705,0.342605621,217.3152161,floral,13
5032,1934,0.613355935,0.960104227,0.753337801,95.77807617,0.36115694,244.8265839,floral,13
5000,1946,0.617588639,0.971453547,0.710221469,104.2935257,0.364263326,247.7206573,floral,13
5023,1929,0.731594622,0.955571771,0.843944252,89.90328217,0.234390751,243.6708069,floral,13
4992,1925,0.581697047,0.899619162,0.539678097,127.004303,0.400103807,229.4028931,floral,13
4974,2173,0.686151087,0.99999994,0.915458918,76.162117,0.313848883,254.9999847,floral,13
4982,2155,0.67462486,0.99999994,0.927429974,73.38208771,0.32537508,254.9999847,floral,13
4972,2135,0.534273505,0.916116357,0.714176893,91.73129272,0.416806042,233.6096649,floral,13
4971,2142,0.533451557,0.944718301,0.6316787,105.6695786,0.435332656,240.9031677,floral,13
4985,2142,0.602064312,0.99999994,0.635368884,114.9784012,0.397935659,254.9999847,floral,13
4991,2128,0.553530753,0.99999994,0.780507684,89.49707031,0.446469218,254.9999847,floral,13
4998,2120,0.547795653,0.892843485,0.594365716,111.9019852,0.38645947,227.6750946,floral,13
4996,2113,0.535554826,0.889148951,0.603562295,108.460083,0.397677034,226.7329865,floral,13
4992,2111,0.608234823,0.98906821,0.793801546,90.76411438,0.385042548,252.2123871,floral,13
5004,2106,0.679127395,0.99999994,0.890241444,80.52375793,0.320872545,254.9999847,floral,13
5005,2098,0.665162146,0.865067363,0.792955458,81.64382935,0.231086299,220.5921783,floral,13
5016,2102,0.583952069,0.99999994,0.756380737,95.13333893,0.416047901,254.9999847,floral,13
5020,2111,0.47311461,0.921358407,0.665410042,94.26015472,0.486503184,234.9463959,floral,13
4963,2144,0.398762316,0.735842526,0.575478196,88.54472351,0.458087444,187.6398468,floral,13
4973,2177,0.574326992,0.991483867,0.855055392,79.622612,0.420739949,252.8283844,floral,13
4976,2180,0.729190469,0.99999994,0.906979501,80.60942078,0.270809472,254.9999847,floral,13
4992,2179,0.628529131,0.99999994,0.941986859,69.3702774,0.371470809,254.9999847,floral,13
4990,2165,0.493109882,0.76685214,0.545456052,108.5265427,0.35696879,195.5473022,floral,13
4979,2165,0.532912016,0.895933509,0.484653831,127.0401993,0.459051579,228.4630432,floral,13
4979,2159,0.552502573,0.910331786,0.638255775,105.6210938,0.393075585,232.1345978,floral,13
4969,2150,0.458443463,0.808490157,0.575647295,99.91059875,0.432963461,206.1649933,floral,13
4950,2153,0.363348275,0.682799935,0.451869607,103.3737564,0.467855453,174.1139832,floral,13
4956,2178,0.403316975,0.809534431,0.541327357,99.61528778,0.501791477,206.4312744,floral,13
4941,2136,0.343396366,0.600281596,0.417771429,102.6284103,0.427941233,153.0718079,floral,13
4967,2121,0.470707178,0.839410961,0.473751754,119.5045471,0.439241081,214.0497894,floral,13
4980,2131,0.522414207,0.99999994,0.633336961,106.0645599,0.477585763,254.9999847,floral,13
4979,2127,0.518665195,0.969886541,0.670660257,99.78884888,0.465231061,247.3210754,floral,13
4972,2119,0.48321268,0.816129804,0.476712674,121.1490326,0.415886223,208.1130981,floral,13
5007,2111,0.633364379,0.99999994,0.834922194,87.01500702,0.366635561,254.9999847,floral,13
4995,1993,0.713706434,0.916429818,0.692477643,125.6875,0.244374603,233.6896057,floral,13
4991,1992,0.639004648,0.831905901,0.563864946,136.8197479,0.322201014,212.1360016,floral,13
4985,1993,0.683465421,0.908952653,0.632224739,131.1099701,0.304446995,231.7829285,floral,13
4978,2001,0.642843306,0.851962388,0.55913049,137.1524048,0.343714595,217.250412,floral,13
4965,1998,0.482972056,0.665862322,0.424475074,134.5402069,0.362518251,169.7948914,floral,13
4964,2006,0.434145004,0.677136004,0.419135958,123.4904785,0.381016582,172.6696777,floral,13
4984,1745,0.53760308,0.99999994,0.676198602,102.0160294,0.46239686,254.9999847,floral,13
4975,1748,0.512252092,0.999682963,0.71192956,95.42082977,0.487585455,254.9191589,floral,13
4980,1761,0.414546251,0.878911138,0.552296162,102.2015076,0.528341115,224.122345,floral,13
5008,1741,0.526393712,0.99999994,0.70215857,97.73278809,0.473606259,254.9999847,floral,13
5017,1745,0.504331291,0.929974973,0.644329488,100.2654343,0.457693696,237.1436157,floral,13
5014,1756,0.470070451,0.942800462,0.566963494,107.7021103,0.501410484,240.4141235,floral,13
5002,1760,0.469995081,0.915613711,0.58268106,104.8274841,0.486688435,233.4814911,floral,13
4995,1759,0.494512349,0.99999994,0.631428778,103.7483902,0.505487621,254.9999847,floral,13
5006,1676,0.516607761,0.975352466,0.754706621,88.85864258,0.470337331,248.7148743,floral,13
4975,1685,0.608647645,0.99999994,0.826239645,86.6399765,0.391352296,254.9999847,floral,13
4966,1686,0.602003634,0.99999994,0.769404411,94.76347351,0.397996336,254.9999847,floral,13
5093,1668,0.774175942,0.99999994,1,59.99998474,0.225824028,255,floral,13
5084,1670,0.741083443,0.99999994,0.962245226,68.7490921,0.258916527,254.9999847,floral,13
5074,1800,0.74710077,0.99999994,0.981325984,64.43036652,0.2528992,254.9999847,floral,13
5069,1800,0.767685771,0.99999994,0.946092963,73.92259979,0.232314184,254.9999847,floral,13
5074,1815,0.602151632,0.87107408,0.804067016,74.95011902,0.308725119,222.1238861,floral,13
4757,2732,0.550061166,0.970032275,0.69803232,98.85980988,0.43294552,247.3582306,floral,13
4759,2720,0.538485527,0.942873538,0.797208607,81.61264801,0.428888917,240.4327545,floral,13
4754,2726,0.489212781,0.89332068,0.680675268,91.5725708,0.452365994,227.7967682,floral,13
4739,2725,0.44600001,0.761747658,0.626024365,85.79084015,0.41450426,194.2456512,floral,13
4753,2717,0.537531197,0.845050395,0.733285367,81.80645752,0.363906384,215.487854,floral,13
4762,2703,0.548578918,0.927180588,0.76594615,85.55209351,0.40833649,236.4310455,floral,13
4779,2731,0.628142774,0.920389473,0.983822882,49.29935837,0.361528605,250.8748322,floral,13
4762,2741,0.729489386,0.99999994,1,59.99998474,0.270510614,255,floral,13
4732,2728,0.565115571,0.950181365,0.671633959,103.4025726,0.40525502,242.2962494,floral,13
4723,2727,0.553545237,0.99999994,0.798313498,87.10507202,0.446454734,254.9999847,floral,13
4748,2675,0.512865663,0.857090712,0.790157855,71.6667099,0.401620328,218.558136,floral,13
4756,2674,0.561668456,0.949392438,0.766731381,88.26667023,0.408391744,242.0950775,floral,13
4740,2682,0.529269278,0.99999994,0.671969533,101.8112259,0.470730692,254.9999847,floral,13
4767,2699,0.507509887,0.814168572,0.684349358,85.40007782,0.376652569,207.6129913,floral,13
4770,2721,0.554890096,0.99999994,0.741374075,94.86230469,0.445109844,254.9999847,floral,13
4771,2744,0.609582901,0.830333352,0.762556553,78.42173767,0.265857637,211.7350006,floral,13
4738,2744,0.462240785,0.900321543,0.584813595,103.2122955,0.486582577,229.5820007,floral,13
4782,2534,0.615937173,0.99999994,0.892747343,76.75547791,0.384062797,254.9999847,floral,13
4784,2538,0.632134497,0.99999994,0.953948617,67.51111603,0.367865503,254.9999847,floral,13
4789,2546,0.786564291,0.99999994,0.972047925,67.85773468,0.21343565,254.9999847,floral,13
4790,2539,0.667204976,0.977571607,0.949392915,65.44749451,0.317487359,249.2807617,floral,13
4788,2533,0.617735982,0.963974655,0.7861377,90.81751251,0.359178185,245.8135376,floral,13
4791,2526,0.554428816,0.868997753,0.716063738,89.17020416,0.361990482,221.5944214,floral,13
4773,2529,0.57519865,0.95422399,0.808186054,83.11791229,0.397207916,243.3271179,floral,13
4778,2539,0.714052618,0.99999994,0.929570556,74.77811432,0.285947323,254.9999847,floral,13
4780,2543,0.623400271,0.99999994,0.813246429,89.75363922,0.376599669,254.9999847,floral,13
4787,2550,0.591615856,0.928767681,0.803311586,82.32633972,0.36300984,236.8357544,floral,13
4793,2547,0.685985029,0.99999994,0.878846526,83.14923096,0.314014941,254.9999847,floral,13
4793,2562,0.768310487,0.99999994,0.931936383,77.62623596,0.231689468,254.9999847,floral,13
4770,2563,0.645056546,0.99999994,1,59.99999237,0.354943424,255,floral,13
4776,2552,0.561686635,0.903644264,0.805897415,77.1506958,0.378420651,230.4292908,floral,13
4771,2544,0.630229652,0.99999994,0.857736051,83.08415222,0.369770318,254.9999847,floral,13
4757,2552,0.60925889,0.99999994,0.82086724,87.50660706,0.39074105,254.9999847,floral,13
4747,2597,0.586782277,0.837015271,0.848650455,57.33410263,0.308570117,216.4058685,floral,13
4752,2585,0.47976014,0.810666203,0.630179703,92.72586823,0.40819028,206.7198792,floral,13
4746,2582,0.469556719,0.841352701,0.682688773,85.60500336,0.441902637,214.5449371,floral,13
4765,2587,0.512677252,0.994660735,0.738324523,91.91016388,0.484570742,253.6384888,floral,13
4752,2601,0.482371747,0.908554494,0.664285898,94.38928223,0.469077796,231.6813965,floral,13
4752,2606,0.442698181,0.710340977,0.457288563,116.7291412,0.376780719,181.1369476,floral,13
4780,2611,0.473554105,0.781166673,0.578496873,99.53084564,0.393786073,199.1974945,floral,13
4440,2730,0.509107709,0.854604304,0.654840946,94.69152069,0.404276699,217.9241028,floral,13
4451,2708,0.614918768,0.99999994,0.86853236,80.48413849,0.385081172,254.9999847,floral,13
4458,2716,0.506808341,0.99999994,0.665612936,100.6803818,0.49319163,254.9999847,floral,13
4466,2713,0.691739321,0.99999994,0.754191637,107.8442535,0.308260649,254.9999847,floral,13
4467,2724,0.514971137,0.973734796,0.632469893,104.6327744,0.471138179,248.3023682,floral,13
4473,2749,0.771530986,0.99999994,0.93591702,76.82930756,0.228468969,254.9999847,floral,13
4460,2750,0.720473528,0.99999994,0.794109643,104.1940994,0.279526442,254.9999847,floral,13
4468,2752,0.733525753,0.99999994,0.904537618,81.49454498,0.266474187,254.9999847,floral,13
4471,2682,0.607449532,0.995327711,0.808390498,88.91690063,0.389698982,253.8085632,floral,13
4073,2689,0.581722856,0.99999994,0.817798436,86.13600159,0.418277115,254.9999847,floral,13
4097,2680,0.63374114,0.99999994,0.846778214,85.10056305,0.36625883,254.9999847,floral,13
4081,2675,0.518282652,0.896153331,0.741694748,84.52562714,0.421658516,228.519104,floral,13
4079,2671,0.513923585,0.937114894,0.637960076,102.4141235,0.451589525,238.9642944,floral,13
4068,2676,0.539380729,0.930088639,0.532679796,121.0116959,0.427280635,237.1726074,floral,13
4101,2716,0.571523249,0.99999994,0.738180101,96.66287994,0.428476691,254.9999847,floral,13
4073,2697,0.514457762,0.904745042,0.625236809,102.9696198,0.431378245,230.7099915,floral,13
4068,2712,0.447980523,0.866329551,0.558798194,104.1064224,0.482898265,220.914032,floral,13
4113,2556,0.711840391,0.99999994,0.933833182,73.77711487,0.288159549,254.9999847,floral,13
4084,2533,0.547396183,0.928547025,0.593253374,112.78125,0.410480917,236.7794952,floral,13
3894,2409,0.708327591,0.99999994,0.971822619,65.7963562,0.291672379,254.9999847,floral,13
3891,2413,0.699461401,0.99999994,0.802445352,99.44011688,0.30053857,254.9999847,floral,13
3883,2413,0.569104731,0.99408412,0.674972951,105.0531693,0.427508503,253.4914551,floral,13
3880,2409,0.64289099,0.99999994,0.647670031,119.1970444,0.35710901,254.9999847,floral,13
3881,2416,0.674391329,0.99999994,0.833675444,90.64866638,0.325608641,254.9999847,floral,13
3873,2417,0.728292346,0.99999994,0.679561734,129.1244965,0.320438236,254.9999847,floral,13
3868,2419,0.664058924,0.99999994,0.843942881,87.87223053,0.335941046,254.9999847,floral,13
3869,2425,0.569642186,0.976485431,0.754694045,92.7091217,0.416640371,249.0037842,floral,13
3882,2431,0.682751298,0.99999994,0.852210045,87.9509201,0.317248672,254.9999847,floral,13
3905,2417,0.624459147,0.930924594,0.725103199,100.2958374,0.329205483,237.3857727,floral,13
3908,2406,0.687859535,0.99999994,0.855930388,87.69321442,0.312140435,254.9999847,floral,13
3898,2420,0.57571125,0.858434618,0.68173027,97.50048065,0.32934761,218.9008331,floral,13
3910,2425,0.580981195,0.890106201,0.739005804,89.32801056,0.347290009,226.9770813,floral,13
3898,2438,0.690976739,0.966261983,0.958462536,61.69993591,0.284897119,246.3968048,floral,13
3901,2454,0.623462617,0.938453853,0.78940779,88.39051819,0.335649103,239.3057251,floral,13
3877,2453,0.674403608,0.99999994,0.886961639,80.83039093,0.325596362,254.9999847,floral,13
3868,2440,0.607322216,0.987117887,0.76975286,94.33926392,0.384752065,251.7150574,floral,13
3879,2436,0.658525288,0.99999994,0.80858779,93.63275146,0.341474652,254.9999847,floral,13
3883,2442,0.602069557,0.895560741,0.582273841,123.7912369,0.349822074,228.3679962,floral,13
3890,2460,0.648655832,0.99999994,0.787959218,96.21078491,0.351344109,254.9999847,floral,13
3909,2475,0.668060899,0.99999994,0.969126523,65.58055878,0.331939071,254.9999847,floral,13
3874,2449,0.767004728,0.99999994,0.831927299,103.2814026,0.232995197,254.9999847,floral,13
3850,2430,0.555753767,0.909215927,0.537447333,122.954483,0.408889234,231.8500671,floral,13
3857,2429,0.652103543,0.99999994,0.679225087,115.3224869,0.347896397,254.9999847,floral,13
3864,2428,0.595654547,0.99999994,0.621812165,116.1185226,0.404345423,254.9999847,floral,13
3857,2420,0.658147991,0.99999994,0.631161273,124.390007,0.368838698,254.9999847,floral,13
3858,2425,0.546802104,0.99999994,0.790671825,87.71347046,0.453197837,254.9999847,floral,13
3872,2428,0.66692394,0.99999994,0.715137541,111.3148422,0.33307606,254.9999847,floral,13
3886,2421,0.539742768,0.832469881,0.568803608,114.0434189,0.351636887,212.2798157,floral,13
3882,2424,0.50564754,0.78696841,0.553251266,109.8470993,0.357474148,200.6769409,floral,13
3885,2437,0.608298182,0.83888948,0.5982216,122.5121613,0.286888689,213.9168243,floral,13
3886,2455,0.606026709,0.938909709,0.741745174,95.53762817,0.354542136,239.4219818,floral,13
3881,2479,0.637573421,0.99999994,0.86555773,82.25701141,0.362426549,254.9999847,floral,13
3882,2497,0.642122626,0.99999994,0.786753893,95.7518158,0.357877314,254.9999847,floral,13
3815,2395,0.714570761,0.99999994,0.882459819,84.70808411,0.28542918,254.9999847,floral,13
3819,2398,0.5920766,0.99999994,0.803028405,88.97184753,0.407923341,254.9999847,floral,13
3840,2418,0.5096488,0.897640288,0.564700902,111.4866028,0.432234913,228.8982697,floral,13
3820,2424,0.586264491,0.99999994,0.690457642,104.8898926,0.413735449,254.9999847,floral,13
3817,2430,0.587854266,0.972623229,0.754376531,94.03289032,0.395599216,248.0189209,floral,13
3823,2438,0.651129007,0.99999994,0.765690446,100.2973328,0.348870933,254.9999847,floral,13
3863,2391,0.594125688,0.980498016,0.617544413,116.3632813,0.394057244,250.0269928,floral,13
3842,2379,0.588369966,0.967748642,0.631099641,113.2421646,0.392021894,246.7759094,floral,13
3812,2376,0.642252028,0.99999994,0.792000055,94.88488007,0.357747942,254.9999847,floral,13
4194,2467,0.441994816,0.99999994,0.757752836,86.0478363,0.558005154,254.9999847,floral,13
4182,2471,0.512288928,0.99999994,0.704607725,96.34023285,0.487711012,254.9999847,floral,13
4203,2470,0.479830682,0.895410359,0.57509011,106.2467651,0.464121997,228.3296356,floral,13
4205,2477,0.454423934,0.872483969,0.63028723,94.76009369,0.479160696,222.4834137,floral,13
4170,2493,0.506682873,0.921278536,0.662657142,97.42751312,0.450022072,234.9260254,floral,13
4209,2454,0.457165718,0.988814116,0.644692242,98.83640289,0.537662625,252.1475983,floral,13
4175,2340,0.429028451,0.96465975,0.64702785,95.58028412,0.555254102,245.9882355,floral,13
4172,2353,0.460808665,0.945766568,0.558884978,107.8657913,0.512767017,241.1704712,floral,13
4172,2384,0.393637866,0.880640388,0.481110156,109.2231827,0.55300951,224.5632935,floral,13
4183,2380,0.430182815,0.871307671,0.583690822,99.12046814,0.506279111,222.1834564,floral,13
4179,2389,0.436122954,0.851127923,0.515999258,108.4517593,0.487594128,217.0376129,floral,13
4161,2354,0.372165382,0.706536531,0.435831159,108.5757294,0.473253846,180.1668091,floral,13
4177,2363,0.425271749,0.932180822,0.485200435,112.9065781,0.543788314,237.7061157,floral,13
4153,2337,0.416056007,0.961799622,0.594073176,100.4284821,0.567419231,245.2589111,floral,13
4186,2337,0.390230238,0.964959204,0.603470564,97.73834229,0.595599234,246.0645905,floral,13
4164,2398,0.387892425,0.774144351,0.47396782,106.6291351,0.498940468,197.4068146,floral,13
4162,2423,0.439679086,0.834948123,0.509446084,109.4096909,0.47340551,212.9117737,floral,13
4195,2013,0.85565275,0.99999994,0.906292319,98.95093536,0.144347191,254.9999847,floral,13
4193,2006,0.662754238,0.9223243,0.735061407,103.2860947,0.281430364,235.1927032,floral,13
4199,2010,0.809286892,0.99999994,0.859601259,104.1706696,0.190713033,254.9999847,floral,13
4200,2033,0.895725012,0.99999994,0.972765386,75.67081451,0.104274921,254.9999847,floral,13
4177,2044,0.724503338,0.99999994,0.73912698,116.8151321,0.275496602,254.9999847,floral,13
4170,2036,0.587833226,0.886089623,0.709211469,95.58243561,0.336598426,225.9528503,floral,13
4186,2022,0.675555646,0.948756695,0.709712625,112.4985046,0.287956893,241.9329529,floral,13
4207,2009,0.776982725,0.99999994,0.862608135,96.96355438,0.223017216,254.9999847,floral,13
4204,1992,0.829477251,0.99999994,0.813595593,125.1119995,0.186404377,254.9999847,floral,13
4194,1998,0.804045916,0.964523494,0.723033249,140.1281891,0.250372618,245.9534912,floral,13
4176,2001,0.640156031,0.893348992,0.629494429,122.4244385,0.295354426,227.8039856,floral,13
4167,2012,0.612273693,0.863870919,0.704787731,97.93758392,0.291244,220.2870789,floral,13
4157,2011,0.612358153,0.933906436,0.54655683,130.1925354,0.414762765,238.1461487,floral,13
4168,2017,0.654665112,0.795380473,0.686892569,106.2584457,0.17691578,202.8220215,floral,13
4206,2024,0.753465414,0.973291278,0.792038321,109.4717789,0.225858226,248.18927,floral,13
4210,2025,0.815386593,0.99999994,0.8604877,105.34198,0.184613347,254.9999847,floral,13
4208,2030,0.747614563,0.933695853,0.877107024,78.24647522,0.199295402,238.0924377,floral,13
4209,1987,0.727551103,0.967525363,0.659293354,133.2869415,0.318577677,246.7189636,floral,13
4213,1985,0.700829506,0.893370867,0.633616984,135.5252686,0.29075706,227.8095703,floral,13
4179,1996,0.607907534,0.834785819,0.500685632,139.2556458,0.400222629,212.8703766,floral,13
4165,1993,0.551556766,0.783592165,0.506237626,129.8038635,0.353952706,199.8160095,floral,13
4157,1996,0.584220648,0.851254404,0.569221795,123.1908875,0.331314147,217.06987,floral,13
4178,1984,0.573946118,0.929014087,0.647117078,107.6354446,0.382198691,236.8985901,floral,13
4197,1989,0.591402471,0.898951173,0.589097083,120.4464188,0.344683975,229.2325439,floral,13
4136,2020,0.754165709,0.99999994,0.808289707,106.790123,0.245834246,254.9999847,floral,13
4141,2038,0.720557988,0.944724262,0.741199255,114.4751968,0.237282217,240.9046936,floral,13
4152,2059,0.510781109,0.824077368,0.552474201,112.0152664,0.380178243,210.1397247,floral,13
4158,2063,0.621816576,0.99999994,0.755459905,98.79706573,0.378183365,254.9999847,floral,13
4212,1909,0.86613977,0.99999994,0.856927216,123.8634644,0.143072754,254.9999847,floral,13
4215,1911,0.718013227,0.911807001,0.587376058,144.1599274,0.35581097,232.510788,floral,13
4213,1916,0.785189211,0.99999994,0.711904347,135.262619,0.288095593,254.9999847,floral,13
4208,1920,0.756657124,0.945899248,0.6951648,134.71492,0.265075207,241.2043152,floral,13
4214,1925,0.713269353,0.99999994,0.725151479,117.5136032,0.286730617,254.9999847,floral,13
4207,1926,0.800089002,0.973554134,0.794726014,121.7993698,0.183685839,248.2563019,floral,13
4200,1930,0.698965013,0.886750102,0.675026178,126.783989,0.238763943,226.1212769,floral,13
3496,2178,0.627314508,0.99999994,0.918253303,73.16069794,0.372685462,254.9999847,floral,13
3500,2176,0.528469026,0.952780306,0.678752422,98.74908447,0.445340127,242.9589844,floral,13
3503,2173,0.590413094,0.849646866,0.710118949,92.29392242,0.305107653,216.6599579,floral,13
3502,2167,0.556123912,0.922957838,0.673601568,100.7851486,0.397454679,235.354248,floral,13
3509,2164,0.468491584,0.99999994,0.672258139,96.99755096,0.531508386,254.9999847,floral,13
3514,2155,0.488909304,0.99999994,0.758100808,88.397995,0.511090636,254.9999847,floral,13
3526,2155,0.494822949,0.99999994,0.88391,73.78803253,0.505177021,254.9999847,floral,13
3514,2143,0.427692801,0.899418473,0.591596127,99.15271759,0.524478555,229.3517151,floral,13
3506,2143,0.458306789,0.99999994,0.675574243,95.93462372,0.541693151,254.9999847,floral,13
3501,2142,0.552297473,0.938331544,0.571254015,117.0536499,0.411404759,239.2745514,floral,13
3512,2134,0.5924505,0.99999994,0.865132809,79.85532379,0.407549471,254.9999847,floral,13
3519,2139,0.46338889,0.843756258,0.481172204,117.1948242,0.450802445,215.1578522,floral,13
3537,2129,0.559476256,0.99999994,0.824153423,83.95056152,0.440523714,254.9999847,floral,13
3499,2131,0.466290295,0.966506302,0.650677025,97.88314819,0.517550707,246.4591064,floral,13
3564,1935,0.362864763,0.447179794,0.265558898,152.145813,0.406147331,114.0308456,vegetative,13
3570,1952,0.534873664,0.716680169,0.379022419,147.6939392,0.471141487,182.7534485,vegetative,13
3569,1963,0.424581826,0.541745126,0.320604384,148.2111969,0.408200681,138.1450043,vegetative,13
3569,1980,0.398458838,0.454559594,0.24568738,163.8846588,0.459504575,115.9126968,vegetative,13
3572,1991,0.486942381,0.615999758,0.342628628,151.6742401,0.443784475,157.0799408,vegetative,13
3573,2006,0.618769944,0.791862786,0.418060005,152.2164459,0.472054988,201.9250031,vegetative,13
3574,2021,0.49370572,0.568938851,0.368481249,157.4815826,0.35233596,145.0794067,vegetative,13
3576,2034,0.475566834,0.528517544,0.350839972,162.1190643,0.336181015,134.7719727,vegetative,13
3579,2048,0.432335436,0.52794224,0.266392618,158.0676117,0.495413363,134.6252747,vegetative,13
3582,2061,0.335710913,0.413402349,0.189260393,159.2029724,0.542188406,105.4176025,vegetative,13
3582,2081,0.419774055,0.461067736,0.236166984,168.98349,0.487782478,117.5722733,vegetative,13
3582,2092,0.28511551,0.341403127,0.244503617,145.1468048,0.283827275,87.05780029,vegetative,13
3579,2101,0.256989598,0.400200486,0.156382039,144.7579803,0.60924077,102.0511246,vegetative,13
3575,2113,0.197910666,0.27892676,0.115047514,150.3381195,0.587535083,71.12632751,vegetative,13
3576,2123,0.275522143,0.402601212,0.156362787,149.0351257,0.611618698,102.6633072,vegetative,13
3575,2138,0.356975257,0.459494501,0.198630333,156.4200897,0.567719877,117.1710968,vegetative,13
3570,2154,0.169284567,0.238105536,0.10970445,147.8409424,0.539261281,60.71691132,vegetative,13
3572,2172,0.330450177,0.416074932,0.189993545,157.2759552,0.543367028,106.0991058,vegetative,13
3571,2187,0.335780412,0.362566978,0.240426272,166.8414612,0.336877644,92.45458221,vegetative,13
3560,2197,0.351278156,0.372537136,0.203768298,172.4420929,0.453025579,94.99697113,vegetative,13
3490,2304,0.309045315,0.3276425,0.165505171,173.1179962,0.49486047,83.54883575,vegetative,13
3490,2324,0.227747798,0.262769073,0.134218842,163.6540527,0.489213705,67.00611115,vegetative,13
3489,2347,0.196628809,0.262220114,0.117833368,152.7434998,0.550631821,66.86612701,vegetative,13
3494,2365,0.47996363,0.502710581,0.257122397,174.4426575,0.488527983,128.1911926,vegetative,13
3494,2383,0.317229033,0.456561744,0.173744515,150.4403992,0.619450092,116.4232483,vegetative,13
3494,2391,0.346205771,0.431869715,0.195282072,158.2751312,0.54782182,110.1267776,vegetative,13
3493,2399,0.373981148,0.479861945,0.199897751,157.3083649,0.583426535,122.3647995,vegetative,13
3491,2412,0.211937785,0.256329834,0.124828085,159.7453461,0.513017714,65.36410522,vegetative,13
3489,2420,0.239524558,0.333350837,0.132615834,151.9551849,0.602173388,85.0044632,vegetative,13
3482,2431,0.279011875,0.348132432,0.156044051,158.4097595,0.551768124,88.77377319,vegetative,13
3483,2437,0.293302894,0.340522945,0.169391528,163.4442749,0.502554715,86.83335114,vegetative,13
3568,2294,0.250234634,0.340406954,0.145486921,152.2432861,0.572608888,86.80377197,vegetative,13
3571,2320,0.19044821,0.319196552,0.120116733,141.1969757,0.623690367,81.39511871,vegetative,13
3568,2336,0.380670309,0.579877555,0.209354907,147.741684,0.638967037,147.8687744,vegetative,13
3568,2355,0.166078597,0.302889675,0.107987635,137.8831177,0.643475354,77.23686981,vegetative,13
3570,2374,0.169680685,0.309082031,0.106355064,138.7421417,0.65590024,78.81591797,vegetative,13
3571,2381,0.229429469,0.391061068,0.140900016,141.2333832,0.639698148,99.72057343,vegetative,13
3572,2389,0.519462824,0.661469162,0.284781754,157.3807678,0.569470882,168.6746368,vegetative,13
3572,2412,0.20870997,0.338056117,0.127988473,143.0558624,0.621398687,86.20430756,vegetative,13
3576,2430,0.25214681,0.381880134,0.157174915,145.3590698,0.588418186,97.37943268,vegetative,13
3267,1838,0.309631944,0.383630872,0.2334878,150.4286346,0.391373783,97.82587433,vegetative,13
3274,1852,0.429892957,0.508442998,0.273747891,159.9186096,0.461595744,129.6529694,vegetative,13
3278,1875,0.478029042,0.64819032,0.351767033,145.5571136,0.457309037,165.2885284,vegetative,13
3277,1894,0.375897616,0.463951617,0.276166171,151.8655548,0.404752254,118.307663,vegetative,13
3273,1902,0.355699271,0.440294892,0.29448992,145.1881714,0.331152976,112.2751999,vegetative,13
3259,1925,0.259674907,0.309358686,0.18995598,155.033844,0.385968506,78.88646698,vegetative,13
3276,1945,0.410478562,0.529365838,0.313452065,146.9625702,0.407872498,134.9882813,vegetative,13
3267,1961,0.305475861,0.392908096,0.233958259,146.9962921,0.404547125,100.1915665,vegetative,13
3267,1972,0.343988568,0.434486657,0.269173801,147.1538849,0.380478561,110.7940979,vegetative,13
3277,2104,0.430565387,0.591776371,0.2474695,151.9068756,0.581819236,150.9029694,vegetative,13
3281,2124,0.430282354,0.54423964,0.370806515,140.575943,0.318670511,138.7811127,vegetative,13
3274,2140,0.386779517,0.570718944,0.200598225,150.1817169,0.648516655,145.5333252,vegetative,13
3269,2155,0.294685036,0.398736268,0.158212766,154.043808,0.603214502,101.6777496,vegetative,13
3265,2174,0.278975338,0.374596179,0.148877159,154.5823364,0.602566242,95.52202606,vegetative,13
3257,2175,0.268377662,0.340768248,0.141101196,158.2466125,0.585932076,86.89590454,vegetative,13
3256,2200,0.5214957,0.716797471,0.249728322,154.9114075,0.651605427,182.7833557,vegetative,13
3267,2207,0.297572255,0.425503343,0.178509623,148.9228363,0.580474198,108.5033493,vegetative,13
3263,2222,0.322937995,0.376880467,0.176648036,163.8360443,0.531288981,96.10452271,vegetative,13
3267,2237,0.303263515,0.432849944,0.169761389,150.4465179,0.607805431,110.3767319,vegetative,13
3261,2252,0.272836715,0.365250885,0.157108709,153.3602753,0.569860816,93.13897705,vegetative,13
3267,2262,0.329736263,0.514246643,0.23096922,140.9195099,0.550859034,131.1328888,vegetative,13
3265,2281,0.343628645,0.497360438,0.210508212,147.8443909,0.576749146,126.8269119,vegetative,13
3271,2295,0.568900585,0.818333209,0.287132621,151.8261719,0.64912504,208.6749725,vegetative,13
3267,2303,0.268441528,0.401158929,0.146706134,148.7052155,0.634294212,102.2955246,vegetative,13
3197,2126,0.258340448,0.32958293,0.150824219,156.0876007,0.542378545,84.04364777,vegetative,13
3196,2149,0.334927261,0.472382396,0.179809302,151.8111115,0.619356453,120.4575119,vegetative,13
3189,2160,0.238643989,0.475842893,0.154397592,135.725174,0.675528228,121.3399353,vegetative,13
3189,2174,0.205426216,0.26231271,0.131759897,153.8558807,0.497699142,66.88973999,vegetative,13
3191,2184,0.398732781,0.466327757,0.214753374,163.8787384,0.539479673,118.9135742,vegetative,13
3198,2203,0.337298602,0.542176127,0.197035983,144.3835907,0.63658309,138.2549133,vegetative,13
3194,2213,0.255270958,0.324361086,0.150525019,156.1533508,0.535933793,82.71207428,vegetative,13
